Wall time,Step,Value
1575880453.904233,1,1.7227568626403809
1575880505.221801,2,1.1837238073349
1575880555.887179,3,1.3692668676376343
1575880605.6162539,4,1.2736717462539673
1575880656.228765,5,1.2878552675247192
1575880705.523927,6,1.1495110988616943
1575880755.539608,7,1.235311508178711
1575880804.673013,8,1.1187630891799927
1575880854.2641,9,1.2031782865524292
1575880903.2430668,10,1.0850961208343506
1575880952.769342,11,1.0535171031951904
1575881002.329087,12,1.0582594871520996
1575881051.677771,13,1.0711805820465088
1575881100.664463,14,0.9717955589294434
1575881150.326936,15,1.0274741649627686
1575881199.9806552,16,0.9575475454330444
1575881249.572791,17,0.9736461639404297
1575881299.488508,18,0.9502007365226746
1575881350.325216,19,0.947174608707428
1575881399.875584,20,0.8958389759063721
1575881449.7417479,21,0.9178662300109863
1575881498.8628008,22,0.8564654588699341
1575881549.117911,23,0.8911054134368896
1575881598.783029,24,0.8379865884780884
1575881649.114611,25,0.8478302359580994
1575881698.709493,26,0.7846755981445312
1575881748.587491,27,0.838593065738678
1575881798.097482,28,0.7746961116790771
1575881847.769792,29,0.8257212042808533
1575881897.193414,30,0.7704166173934937
1575881947.339815,31,0.8239912986755371
1575881996.794685,32,0.7669447660446167
1575882046.690242,33,0.8218250274658203
1575882096.063783,34,0.7622500658035278
1575882145.88599,35,0.8084976673126221
1575882195.522639,36,0.7523502111434937
1575882245.573736,37,0.7981491088867188
1575882294.895554,38,0.7472692728042603
1575882344.5885499,39,0.8045133352279663
1575882394.204694,40,0.7427747845649719
1575882444.428771,41,0.8043044209480286
1575882493.8452291,42,0.743658721446991
1575882543.660796,43,0.7972371578216553
1575882593.082766,44,0.7442619800567627
1575882642.8092191,45,0.7942857146263123
1575882691.793328,46,0.7452890872955322
1575882741.7863019,47,0.7970148324966431
1575882790.729275,48,0.7406148314476013
1575882840.825689,49,0.7973870038986206
1575882890.439749,50,0.7445863485336304
