Wall time,Step,Value
1575870878.366343,1,1.43410062789917
1575870908.050312,2,1.1048011779785156
1575870936.772275,3,1.2042635679244995
1575870965.2616,4,1.1426206827163696
1575870993.9098618,5,1.0392537117004395
1575871022.288652,6,0.9971493482589722
1575871051.418758,7,1.160955786705017
1575871080.36841,8,0.9135433435440063
1575871109.371762,9,1.042248010635376
1575871138.5666208,10,0.9059395790100098
1575871167.7601411,11,0.9320026636123657
1575871196.786005,12,0.8985106945037842
1575871226.1357281,13,0.9589852094650269
1575871254.4732952,14,0.8160613179206848
1575871283.0604641,15,0.9669318795204163
1575871311.3269172,16,0.8683137893676758
1575871339.935477,17,0.9113492965698242
1575871368.226099,18,0.8231241106987
1575871396.7226,19,0.8830384612083435
1575871425.020137,20,0.8473560810089111
1575871453.658116,21,0.8422768115997314
1575871482.130701,22,0.7557122707366943
1575871510.7409909,23,0.8362191915512085
1575871539.20661,24,0.742336094379425
1575871567.714881,25,0.8132184743881226
1575871596.005407,26,0.7358236312866211
1575871624.5099452,27,0.8023968935012817
1575871652.766731,28,0.7208640575408936
1575871681.2694452,29,0.7895711064338684
1575871709.3926919,30,0.7271935343742371
1575871737.949034,31,0.7807695269584656
1575871766.2621691,32,0.7150256037712097
1575871794.726629,33,0.7833124995231628
1575871823.027939,34,0.7199251651763916
1575871851.5218089,35,0.7785627841949463
1575871879.775528,36,0.7216066718101501
1575871908.242869,37,0.775806188583374
1575871936.500339,38,0.7179329991340637
1575871964.961362,39,0.7671299576759338
1575871993.170537,40,0.7212168574333191
