Wall time,Step,Value
1575873161.30901,1,1.4798977375030518
1575873188.683947,2,1.145293951034546
1575873215.312094,3,1.340438961982727
1575873241.653141,4,1.135451078414917
1575873268.2464252,5,1.0818332433700562
1575873294.5553331,6,1.1337416172027588
1575873321.099315,7,1.3105831146240234
1575873347.4306371,8,1.0350046157836914
1575873373.93173,9,1.3105576038360596
1575873400.322519,10,1.0883272886276245
1575873426.923538,11,1.0221961736679077
1575873453.272877,12,1.246903896331787
1575873479.923667,13,1.0031261444091797
1575873506.249168,14,0.9469518065452576
1575873532.825418,15,1.149965524673462
1575873559.178477,16,0.8658142685890198
1575873585.7951949,17,0.9931633472442627
1575873612.1135318,18,1.0434942245483398
1575873638.87801,19,1.0573025941848755
1575873665.5201101,20,1.0440311431884766
1575873692.06657,21,1.0721603631973267
1575873718.362705,22,0.8298959732055664
1575873744.978533,23,1.0557200908660889
1575873771.6802402,24,0.8959097862243652
1575873798.305296,25,0.8784063458442688
1575873824.605602,26,0.8280504941940308
1575873852.53343,27,0.8716597557067871
1575873880.164188,28,0.8215446472167969
1575873907.6960378,29,0.8647760152816772
1575873935.043772,30,0.8046453595161438
1575873963.306564,31,0.8615658283233643
1575873990.873843,32,0.7965471744537354
1575874018.4591072,33,0.8602002263069153
1575874045.5769112,34,0.7817351222038269
1575874072.8850791,35,0.8529952764511108
1575874100.009574,36,0.7687974572181702
1575874127.257351,37,0.8520205020904541
1575874154.293025,38,0.761581301689148
1575874181.5347672,39,0.8512141108512878
1575874208.641697,40,0.7620766162872314
1575874235.885938,41,0.8490073680877686
1575874262.998236,42,0.7586089968681335
1575874290.8114638,43,0.8501505851745605
1575874318.3003619,44,0.7568544149398804
1575874345.987023,45,0.8465774655342102
1575874373.420017,46,0.7590557336807251
1575874401.0619462,47,0.8424616456031799
1575874428.450521,48,0.7582449913024902
1575874456.240641,49,0.8424363136291504
1575874483.575514,50,0.7541205883026123
