Wall time,Step,Value
1575873161.30901,1,0.18000000715255737
1575873188.683947,2,0.5600000023841858
1575873215.312094,3,0.5400000214576721
1575873241.653141,4,0.699999988079071
1575873268.2464252,5,0.6399999856948853
1575873294.5553331,6,0.5799999833106995
1575873321.099315,7,0.47999998927116394
1575873347.4306371,8,0.699999988079071
1575873373.93173,9,0.5199999809265137
1575873400.322519,10,0.5
1575873426.923538,11,0.6000000238418579
1575873453.272877,12,0.5
1575873479.923667,13,0.6000000238418579
1575873506.249168,14,0.6000000238418579
1575873532.825418,15,0.5400000214576721
1575873559.178477,16,0.699999988079071
1575873585.7951949,17,0.5600000023841858
1575873612.1135318,18,0.5199999809265137
1575873638.87801,19,0.6200000047683716
1575873665.5201101,20,0.6600000262260437
1575873692.06657,21,0.5600000023841858
1575873718.362705,22,0.7599999904632568
1575873744.978533,23,0.6000000238418579
1575873771.6802402,24,0.7400000095367432
1575873798.305296,25,0.6800000071525574
1575873824.605602,26,0.7400000095367432
1575873852.53343,27,0.6800000071525574
1575873880.164188,28,0.7400000095367432
1575873907.6960378,29,0.699999988079071
1575873935.043772,30,0.7799999713897705
1575873963.306564,31,0.699999988079071
1575873990.873843,32,0.7799999713897705
1575874018.4591072,33,0.6600000262260437
1575874045.5769112,34,0.7799999713897705
1575874072.8850791,35,0.699999988079071
1575874100.009574,36,0.800000011920929
1575874127.257351,37,0.7400000095367432
1575874154.293025,38,0.8199999928474426
1575874181.5347672,39,0.7400000095367432
1575874208.641697,40,0.8199999928474426
1575874235.885938,41,0.7400000095367432
1575874262.998236,42,0.800000011920929
1575874290.8114638,43,0.7200000286102295
1575874318.3003619,44,0.8199999928474426
1575874345.987023,45,0.7200000286102295
1575874373.420017,46,0.8199999928474426
1575874401.0619462,47,0.7400000095367432
1575874428.450521,48,0.800000011920929
1575874456.240641,49,0.7200000286102295
1575874483.575514,50,0.8199999928474426
