Wall time,Step,Value
1575876641.967113,1,0.42500001192092896
1575876667.344332,2,0.699999988079071
1575876692.528757,3,0.675000011920929
1575876717.7631528,4,0.675000011920929
1575876742.911629,5,0.625
1575876767.5586948,6,0.699999988079071
1575876792.3814778,7,0.7250000238418579
1575876816.899224,8,0.675000011920929
1575876841.661665,9,0.6499999761581421
1575876866.0849438,10,0.699999988079071
1575876890.639036,11,0.7250000238418579
1575876915.097655,12,0.7250000238418579
1575876939.6908648,13,0.675000011920929
1575876964.4774148,14,0.75
1575876989.2620878,15,0.7250000238418579
1575877013.60098,16,0.675000011920929
1575877038.139928,17,0.699999988079071
1575877062.478734,18,0.75
1575877087.006031,19,0.800000011920929
1575877111.3904262,20,0.75
1575877136.362544,21,0.675000011920929
1575877161.107738,22,0.75
1575877186.219788,23,0.675000011920929
1575877211.101953,24,0.7749999761581421
1575877236.229547,25,0.7250000238418579
1575877260.772115,26,0.824999988079071
1575877285.7945302,27,0.7250000238418579
1575877310.332711,28,0.875
1575877335.428106,29,0.7749999761581421
1575877359.745634,30,0.8500000238418579
1575877384.71281,31,0.7250000238418579
1575877409.371912,32,0.7749999761581421
1575877434.192267,33,0.75
1575877459.0304298,34,0.7749999761581421
1575877484.755189,35,0.75
1575877509.534882,36,0.7749999761581421
1575877535.230599,37,0.75
1575877560.088483,38,0.800000011920929
1575877585.241303,39,0.75
1575877610.049813,40,0.800000011920929
1575877635.125472,41,0.75
1575877659.577556,42,0.824999988079071
1575877684.195509,43,0.7749999761581421
1575877708.624759,44,0.875
1575877733.27393,45,0.800000011920929
1575877757.8797178,46,0.875
1575877782.561175,47,0.824999988079071
1575877807.056523,48,0.875
1575877831.73734,49,0.824999988079071
1575877856.208155,50,0.8999999761581421
